Query	Passage_Scores
query_40565	{'passage_6503193': 0.2072622921810299, 'passage_6503189': 0.2059263001818777, 'passage_6503191': 0.20205392141917536, 'passage_6503185': 0.15693703851046184, 'passage_6503186': 0.12404041258043372, 'passage_5055630': 0.07376653840046693, 'passage_5055631': 0.06723497744950971, 'passage_5055633': 0.052971300271826664, 'passage_3132756': 0.052293381057671375, 'passage_6610802': 0.0495223575915352, 'passage_2096603': 0.048996863677971327, 'passage_6610796': 0.048821560419940534, 'passage_2096600': 0.048056133926592665, 'passage_5783171': 0.047317612958625334, 'passage_5783175': 0.04519851161130071, 'passage_6610801': 0.04461389546397509, 'passage_5783176': 0.04389022086896664, 'passage_6800102': 0.04270703468306095, 'passage_1578311': 0.04211625235160501, 'passage_232429': 0.04154633564329414, 'passage_428252': 0.04128992911234639, 'passage_2629981': 0.040670193098916015, 'passage_1578313': 0.04056623182601908, 'passage_428250': 0.040358106139925576, 'passage_2442913': 0.04006850089623072, 'passage_2859087': 0.039878625638313514, 'passage_1578307': 0.03949187712504718, 'passage_2442911': 0.039434610719985434, 'passage_1578305': 0.03935259410156699, 'passage_796282': 0.037861000224885616, 'passage_961074': 0.037363529665163}
query_40567	{'passage_6503193': 0.19999870297134115, 'passage_6503189': 0.18135723901235234, 'passage_6503191': 0.1747374607574148, 'passage_6503185': 0.134815792407552, 'passage_6503186': 0.10606385358936489, 'passage_5055630': 0.08152310982831683, 'passage_5055631': 0.07912014811463497, 'passage_3132756': 0.06625911888965995, 'passage_6610802': 0.057752602365577936, 'passage_5055633': 0.05742273464097198, 'passage_6610796': 0.05521763280297881, 'passage_6610801': 0.0501441713764541, 'passage_2096603': 0.0481924432716766, 'passage_2096600': 0.04737717977743879, 'passage_428252': 0.045195869916387396, 'passage_5783171': 0.04413861475299478, 'passage_5783175': 0.04365273970940859, 'passage_428250': 0.04325462044066619, 'passage_5783176': 0.04296390359291303, 'passage_6800102': 0.0429339697591098, 'passage_5612807': 0.0410403171815532, 'passage_2629981': 0.04011113248865476, 'passage_796282': 0.03995130446921188, 'passage_5612805': 0.038956833531223575, 'passage_961074': 0.03884018177144297, 'passage_5612804': 0.038104097863565056}
query_40570	{'passage_6503186': 0.25869300293638836, 'passage_6503191': 0.18721455639948695, 'passage_6503189': 0.1834337640972504, 'passage_6503193': 0.18089979780030968, 'passage_6503185': 0.13739897368452333, 'passage_5055630': 0.07674523095489594, 'passage_5055631': 0.06832660368400995, 'passage_6610796': 0.06575591242530801, 'passage_5055633': 0.06323644234063727, 'passage_6610801': 0.06013655657610776, 'passage_5783175': 0.05897099500608757, 'passage_6610802': 0.05782882694243965, 'passage_5783171': 0.05744845025559069, 'passage_5783173': 0.056737054470036775, 'passage_5783176': 0.05356124540887162, 'passage_3163395': 0.05331612968024711, 'passage_2629981': 0.05325344016891161, 'passage_2442911': 0.05126208017865424, 'passage_6800102': 0.050940318788303164, 'passage_5783177': 0.05063868207504652, 'passage_4703541': 0.04991281479435519, 'passage_3730561': 0.04969635523668678, 'passage_1578311': 0.04896503313918045, 'passage_232429': 0.0488011517423298}
query_40574	{'passage_6503186': 0.24492815313222516, 'passage_6503191': 0.21368504064020064, 'passage_6503189': 0.18400873768574197, 'passage_6503193': 0.16031622431390413, 'passage_6503185': 0.15679815795115554, 'passage_5055630': 0.06788534196769819, 'passage_5055631': 0.06680861645273718, 'passage_5783175': 0.062247141168701635, 'passage_6610796': 0.061545728826778945, 'passage_5783171': 0.061472015870738965, 'passage_5783173': 0.05917563284770599, 'passage_2442911': 0.05761191339771863, 'passage_5055633': 0.05689774828981826, 'passage_6610801': 0.05358959894088906, 'passage_5783176': 0.05320729724613754, 'passage_2629981': 0.05320638470650365, 'passage_2442913': 0.05299886104652385, 'passage_6610802': 0.05296696020297328, 'passage_5783177': 0.05284067722398744, 'passage_3163395': 0.04925384309245089, 'passage_232429': 0.04715111021914475, 'passage_1513888': 0.04454072264466724, 'passage_2859087': 0.04446543612929377, 'passage_428252': 0.04444935793893162, 'passage_3730561': 0.043089120991186614, 'passage_4703541': 0.041723364813571945, 'passage_6800102': 0.041639670018367686, 'passage_1578311': 0.04152359192583507}
query_40580	{'passage_6503189': 0.3540723599622412, 'passage_6503191': 0.2696151191352855, 'passage_6503193': 0.2170922553002824, 'passage_6503186': 0.20716544904282497, 'passage_6503185': 0.2058851595114629, 'passage_5055630': 0.07441866274295232, 'passage_5055631': 0.06563639907262993, 'passage_5055633': 0.056264629886646246, 'passage_3132756': 0.051597177331929714, 'passage_6610796': 0.04978042654663964, 'passage_1578311': 0.04927271506995484, 'passage_6610802': 0.04919213001489582, 'passage_6800102': 0.04897656898851142, 'passage_1578313': 0.0485751938581439, 'passage_5783175': 0.04790462056487302, 'passage_5783171': 0.047402821086207414, 'passage_232429': 0.04736467760657972}
query_40587	{'passage_6503193': 0.19999870297134115, 'passage_6503189': 0.18135723901235234, 'passage_6503191': 0.1747374607574148, 'passage_6503185': 0.134815792407552, 'passage_6503186': 0.10606385358936489, 'passage_5055630': 0.08152310982831683, 'passage_5055631': 0.07912014811463497, 'passage_3132756': 0.06625911888965995, 'passage_6610802': 0.057752602365577936, 'passage_5055633': 0.05742273464097198, 'passage_6610796': 0.05521763280297881, 'passage_6610801': 0.0501441713764541, 'passage_2096603': 0.0481924432716766, 'passage_2096600': 0.04737717977743879, 'passage_428252': 0.045195869916387396, 'passage_5783171': 0.04413861475299478, 'passage_5783175': 0.04365273970940859, 'passage_428250': 0.04325462044066619, 'passage_5783176': 0.04296390359291303, 'passage_6800102': 0.0429339697591098, 'passage_5612807': 0.0410403171815532, 'passage_2629981': 0.04011113248865476, 'passage_796282': 0.03995130446921188, 'passage_5612805': 0.038956833531223575, 'passage_961074': 0.03884018177144297, 'passage_5612804': 0.038104097863565056}
query_40590	{'passage_6503186': 0.25869300293638836, 'passage_6503191': 0.18721455639948695, 'passage_6503189': 0.1834337640972504, 'passage_6503193': 0.18089979780030968, 'passage_6503185': 0.13739897368452333, 'passage_5055630': 0.07674523095489594, 'passage_5055631': 0.06832660368400995, 'passage_6610796': 0.06575591242530801, 'passage_5055633': 0.06323644234063727, 'passage_6610801': 0.06013655657610776, 'passage_5783175': 0.05897099500608757, 'passage_6610802': 0.05782882694243965, 'passage_5783171': 0.05744845025559069, 'passage_5783173': 0.056737054470036775, 'passage_5783176': 0.05356124540887162, 'passage_3163395': 0.05331612968024711, 'passage_2629981': 0.05325344016891161, 'passage_2442911': 0.05126208017865424, 'passage_6800102': 0.050940318788303164, 'passage_5783177': 0.05063868207504652, 'passage_4703541': 0.04991281479435519, 'passage_3730561': 0.04969635523668678, 'passage_1578311': 0.04896503313918045, 'passage_232429': 0.0488011517423298}
query_40596	{'passage_6503189': 0.34535670510366856, 'passage_6503191': 0.32571987873551506, 'passage_6503186': 0.2650910167638719, 'passage_6503193': 0.21537619082984208, 'passage_6503185': 0.21502813665827156, 'passage_5055630': 0.0781053179585711, 'passage_5055631': 0.07308855054986774, 'passage_5055633': 0.06125926124616113, 'passage_6610796': 0.059359294416484513, 'passage_5783175': 0.057617459662436366, 'passage_5783171': 0.055339018085283825, 'passage_232429': 0.05472568059212683, 'passage_6610802': 0.05463020609712875, 'passage_5783173': 0.05238097093269509, 'passage_6610801': 0.05155223162683037, 'passage_5783176': 0.04981717447906286, 'passage_6800102': 0.04976705390939529, 'passage_2442911': 0.049511998645215834, 'passage_3132756': 0.047556744665419495, 'passage_2859087': 0.047275743911200534, 'passage_2442913': 0.04713800233288428, 'passage_3730561': 0.046868344314861955, 'passage_1578311': 0.04673344630335133}
query_40602	{'passage_6503186': 0.17206296996075066, 'passage_6503193': 0.16075247244700555, 'passage_6503189': 0.1580401844880721, 'passage_6503191': 0.15698675543054894, 'passage_6503185': 0.12828533776916198, 'passage_5055630': 0.06835567589856582, 'passage_5055631': 0.05983141829254035, 'passage_5055633': 0.05383405731222727, 'passage_6610796': 0.05162989958310399, 'passage_6610801': 0.05029229287011364, 'passage_6610802': 0.04912468820608935, 'passage_5783171': 0.0489162876935404, 'passage_5783175': 0.04817323428832486, 'passage_5783176': 0.04635064111977675, 'passage_6800102': 0.04618550772325918, 'passage_5783173': 0.04602885986686422, 'passage_3132756': 0.04495190473171272, 'passage_2629981': 0.04480768490977218, 'passage_6368191': 0.044589649740550186, 'passage_4703541': 0.04385690259931133, 'passage_6368196': 0.042887715703440445, 'passage_5783177': 0.04224440141929706, 'passage_3163395': 0.042208059337844876, 'passage_1578311': 0.04141355608788369, 'passage_428252': 0.041359239444184404, 'passage_2859087': 0.04096587604116669, 'passage_232429': 0.04086759453574376}
query_40608	{'passage_6503189': 0.2677245337757563, 'passage_6503191': 0.20566701496785325, 'passage_6503193': 0.20118134868245285, 'passage_6503185': 0.16525638924597189, 'passage_6503186': 0.13940521692077498, 'passage_5055630': 0.07328388362895591, 'passage_5055631': 0.06584319553967498, 'passage_3132756': 0.05593775285879854, 'passage_5055633': 0.053045839815116264, 'passage_6610802': 0.0488811115700195, 'passage_6610796': 0.04782218459940159, 'passage_6800102': 0.04769778978275881, 'passage_6610801': 0.04490928767052554, 'passage_796282': 0.04482997566629114, 'passage_2096603': 0.04468632261898796, 'passage_2096600': 0.044457103422977824, 'passage_961074': 0.04433116331226542, 'passage_5783171': 0.04373492276201412, 'passage_232429': 0.04372559612846355, 'passage_1578311': 0.043606749109995034, 'passage_5783175': 0.043579864858360254, 'passage_1578313': 0.04331288446763352, 'passage_5783176': 0.04125076309193881, 'passage_2859087': 0.04097789901655604, 'passage_1578307': 0.04078525747448893, 'passage_1578305': 0.04015810845686815, 'passage_5612807': 0.03937123531481324}
query_40612	{'passage_6503189': 0.4284498694010034, 'passage_6503186': 0.32385049311363173, 'passage_6503191': 0.3031031859103145, 'passage_6503193': 0.2326874809241738, 'passage_6503185': 0.2326650733920304, 'passage_5055630': 0.08370367294888821, 'passage_5055631': 0.07222163332791763, 'passage_5055633': 0.06660800166340594, 'passage_6610796': 0.061697251022435326, 'passage_6610802': 0.05909542590810626, 'passage_6800102': 0.05838315167877846, 'passage_6610801': 0.05675031368393048, 'passage_3132756': 0.05590509628475737, 'passage_1578311': 0.05572716257757078, 'passage_5783175': 0.05562007405190842, 'passage_1578313': 0.05549885807886804, 'passage_232429': 0.05359109437010806}
query_40613	{'passage_6503191': 0.35525286796858124, 'passage_6503186': 0.2863540148783339, 'passage_6503189': 0.26692592787937447, 'passage_6503185': 0.22526284125626647, 'passage_6503193': 0.20358208603346167, 'passage_5055630': 0.07320326923839288, 'passage_5783175': 0.06187214064539928, 'passage_6610796': 0.06123609337344368, 'passage_5055633': 0.05920050278885147, 'passage_2442911': 0.05894479321844992, 'passage_5783173': 0.05676878496105319, 'passage_6610801': 0.05181459496996891, 'passage_232429': 0.051521607531877484, 'passage_5783177': 0.04986470216109003, 'passage_2859087': 0.048015221620076536, 'passage_428250': 0.04731460246839275, 'passage_1578311': 0.04591452923577379, 'passage_3163395': 0.04500489588389385, 'passage_3730561': 0.044899780332577674, 'passage_1578313': 0.044769499683329696}
query_40621	{'passage_6503191': 0.27578989429170453, 'passage_6503186': 0.2579810563686471, 'passage_6503189': 0.2415975757081433, 'passage_6503193': 0.20339774728574797, 'passage_6503185': 0.18820044502592437, 'passage_5055630': 0.07779199223564058, 'passage_5055631': 0.06518730900564985, 'passage_5055633': 0.0632664696105934, 'passage_6610796': 0.055377397199692875, 'passage_6610801': 0.05410979099722003, 'passage_5783175': 0.05280398285622158, 'passage_6610802': 0.052325028999744366, 'passage_6800102': 0.05228151252018707, 'passage_5783171': 0.052002132897278, 'passage_1578311': 0.051853741998517805, 'passage_4703541': 0.050870435088821955, 'passage_5783173': 0.04932591392145372, 'passage_5783176': 0.049120154787235144, 'passage_232429': 0.04910667913649449, 'passage_1578313': 0.04883289685501658}
query_40625	{'passage_6503193': 0.2072622921810299, 'passage_6503189': 0.2059263001818777, 'passage_6503191': 0.20205392141917536, 'passage_6503185': 0.15693703851046184, 'passage_6503186': 0.12404041258043372, 'passage_5055630': 0.07376653840046693, 'passage_5055631': 0.06723497744950971, 'passage_5055633': 0.052971300271826664, 'passage_3132756': 0.052293381057671375, 'passage_6610802': 0.0495223575915352, 'passage_2096603': 0.048996863677971327, 'passage_6610796': 0.048821560419940534, 'passage_2096600': 0.048056133926592665, 'passage_5783171': 0.047317612958625334, 'passage_5783175': 0.04519851161130071, 'passage_6610801': 0.04461389546397509, 'passage_5783176': 0.04389022086896664, 'passage_6800102': 0.04270703468306095, 'passage_1578311': 0.04211625235160501, 'passage_232429': 0.04154633564329414, 'passage_428252': 0.04128992911234639, 'passage_2629981': 0.040670193098916015, 'passage_1578313': 0.04056623182601908, 'passage_428250': 0.040358106139925576, 'passage_2442913': 0.04006850089623072, 'passage_2859087': 0.039878625638313514, 'passage_1578307': 0.03949187712504718, 'passage_2442911': 0.039434610719985434, 'passage_1578305': 0.03935259410156699, 'passage_796282': 0.037861000224885616, 'passage_961074': 0.037363529665163}
query_40626	{'passage_6503193': 0.1599572623696691, 'passage_6503189': 0.14890791027033082, 'passage_6503191': 0.14873224347200617, 'passage_6503186': 0.12119897960663334, 'passage_6503185': 0.12090577399664083, 'passage_5055630': 0.06225738597154016, 'passage_5055631': 0.05822703666237966, 'passage_6610796': 0.04764496446038869, 'passage_5783171': 0.04722871960805468, 'passage_6610802': 0.04655229852467596, 'passage_5055633': 0.046094790393656854, 'passage_2096603': 0.044799904841945085, 'passage_5783175': 0.04463536676302821, 'passage_6610801': 0.044263745691555854, 'passage_2629981': 0.04376184165338377, 'passage_5783176': 0.04349422860578739, 'passage_3132756': 0.04308617127234744, 'passage_2096600': 0.042871327712603526, 'passage_5783173': 0.042755953817422886, 'passage_428252': 0.040068087500907935, 'passage_2442911': 0.039336180937322184, 'passage_2442913': 0.03899434676723336, 'passage_5783177': 0.03890081859639731, 'passage_6800102': 0.03866795115201321, 'passage_232429': 0.03836056241836491, 'passage_1578311': 0.037241420850649236}
query_40630	{'passage_6503186': 0.25869300293638836, 'passage_6503191': 0.18721455639948695, 'passage_6503189': 0.1834337640972504, 'passage_6503193': 0.18089979780030968, 'passage_6503185': 0.13739897368452333, 'passage_5055630': 0.07674523095489594, 'passage_5055631': 0.06832660368400995, 'passage_6610796': 0.06575591242530801, 'passage_5055633': 0.06323644234063727, 'passage_6610801': 0.06013655657610776, 'passage_5783175': 0.05897099500608757, 'passage_6610802': 0.05782882694243965, 'passage_5783171': 0.05744845025559069, 'passage_5783173': 0.056737054470036775, 'passage_5783176': 0.05356124540887162, 'passage_3163395': 0.05331612968024711, 'passage_2629981': 0.05325344016891161, 'passage_2442911': 0.05126208017865424, 'passage_6800102': 0.050940318788303164, 'passage_5783177': 0.05063868207504652, 'passage_4703541': 0.04991281479435519, 'passage_3730561': 0.04969635523668678, 'passage_1578311': 0.04896503313918045, 'passage_232429': 0.0488011517423298}
query_40631	{'passage_6503189': 0.326375619331917, 'passage_6503186': 0.2967428429777698, 'passage_6503191': 0.28015530719400866, 'passage_6503185': 0.20316478139222333, 'passage_6503193': 0.1894057344506216, 'passage_5055630': 0.08141727377069431, 'passage_5055633': 0.06903295038859829, 'passage_6610796': 0.06429262089064941, 'passage_6610801': 0.05933357913466418, 'passage_5612807': 0.058646843285655496, 'passage_5612804': 0.05759323110472613, 'passage_1578313': 0.05593890473648651}
query_40633	{'passage_6503191': 0.35525286796858124, 'passage_6503186': 0.2863540148783339, 'passage_6503189': 0.26692592787937447, 'passage_6503185': 0.22526284125626647, 'passage_6503193': 0.20358208603346167, 'passage_5055630': 0.07320326923839288, 'passage_5783175': 0.06187214064539928, 'passage_6610796': 0.06123609337344368, 'passage_5055633': 0.05920050278885147, 'passage_2442911': 0.05894479321844992, 'passage_5783173': 0.05676878496105319, 'passage_6610801': 0.05181459496996891, 'passage_232429': 0.051521607531877484, 'passage_5783177': 0.04986470216109003, 'passage_2859087': 0.048015221620076536, 'passage_428250': 0.04731460246839275, 'passage_1578311': 0.04591452923577379, 'passage_3163395': 0.04500489588389385, 'passage_3730561': 0.044899780332577674, 'passage_1578313': 0.044769499683329696}
query_40636	{'passage_6503189': 0.34535670510366856, 'passage_6503191': 0.32571987873551506, 'passage_6503186': 0.2650910167638719, 'passage_6503193': 0.21537619082984208, 'passage_6503185': 0.21502813665827156, 'passage_5055630': 0.0781053179585711, 'passage_5055631': 0.07308855054986774, 'passage_5055633': 0.06125926124616113, 'passage_6610796': 0.059359294416484513, 'passage_5783175': 0.057617459662436366, 'passage_5783171': 0.055339018085283825, 'passage_232429': 0.05472568059212683, 'passage_6610802': 0.05463020609712875, 'passage_5783173': 0.05238097093269509, 'passage_6610801': 0.05155223162683037, 'passage_5783176': 0.04981717447906286, 'passage_6800102': 0.04976705390939529, 'passage_2442911': 0.049511998645215834, 'passage_3132756': 0.047556744665419495, 'passage_2859087': 0.047275743911200534, 'passage_2442913': 0.04713800233288428, 'passage_3730561': 0.046868344314861955, 'passage_1578311': 0.04673344630335133}
query_40639	{'passage_6610796': 0.31726373572751754, 'passage_6610802': 0.2841513824181022, 'passage_6610805': 0.26417464437842403, 'passage_6610801': 0.23835405997677953, 'passage_3163390': 0.11374561402024656, 'passage_3163395': 0.09657656514984743, 'passage_3163393': 0.09389796139345587, 'passage_5055631': 0.09150936660769347, 'passage_5055630': 0.08758812158172409, 'passage_6503193': 0.08545687303083592, 'passage_1853585': 0.08509644416059314, 'passage_406461': 0.080946885624676, 'passage_1853579': 0.0807298030301199, 'passage_2629972': 0.07958361167868422, 'passage_2629975': 0.07837780100296991, 'passage_428252': 0.07648945765134897, 'passage_3163396': 0.07647399969775896, 'passage_428244': 0.07488819719868267, 'passage_5865929': 0.0748232059660094, 'passage_3008366': 0.07361346262267833, 'passage_3163397': 0.07287401221856658, 'passage_5783175': 0.06988930429401927, 'passage_2629974': 0.0698364965337215, 'passage_428246': 0.06914501087331147, 'passage_6503186': 0.06880155395126253, 'passage_2173889': 0.06865830507719073, 'passage_5055633': 0.06833988288027462, 'passage_428250': 0.06733516185271063, 'passage_5783176': 0.06671862940090188, 'passage_5783173': 0.06563576636056656, 'passage_2173887': 0.06562639214758338, 'passage_5277728': 0.06460943607304226, 'passage_2173893': 0.06453234457370216, 'passage_1853578': 0.06366872753400556, 'passage_6503189': 0.06311361275703138, 'passage_6503191': 0.06283180548168314, 'passage_4703546': 0.061580846939576085}
query_40657	{'passage_6610802': 0.3905289531800526, 'passage_6610796': 0.27977591525595635, 'passage_6610805': 0.27861293224513084, 'passage_6610801': 0.2161265063138735, 'passage_5055631': 0.0998458001144648, 'passage_3163390': 0.09749511047926916, 'passage_1853585': 0.09241113265919956, 'passage_5055630': 0.09209742770401012, 'passage_6503193': 0.09162504661999946, 'passage_1853579': 0.0891972025417846, 'passage_428252': 0.08533534031769785, 'passage_428244': 0.08322917541563177, 'passage_3008366': 0.08315805451004403, 'passage_3163395': 0.08157808584103587, 'passage_2629972': 0.08125392097614176, 'passage_428249': 0.07893348974234335, 'passage_2629975': 0.07859999750518992, 'passage_3163393': 0.07816314928802819, 'passage_428246': 0.0769734797257144, 'passage_5865929': 0.07652105124493769, 'passage_2629974': 0.07609520899231471, 'passage_406461': 0.07540486095056541, 'passage_3132750': 0.07417621207399487, 'passage_5055633': 0.07233975765862084, 'passage_5783176': 0.07150241146652063, 'passage_428250': 0.07142896554615229, 'passage_3132756': 0.07048013759777923, 'passage_3132751': 0.07001624312034821, 'passage_1853578': 0.06895054292579908, 'passage_5783175': 0.06892472276014187, 'passage_3163396': 0.06600742502520414, 'passage_5783173': 0.06423502396724765, 'passage_1853577': 0.06415536452214804, 'passage_6503185': 0.06402427873392576, 'passage_6503186': 0.06364125273161217, 'passage_6503189': 0.06345724764702997, 'passage_6503191': 0.06336146998672984, 'passage_5783171': 0.06240732573397308, 'passage_2173889': 0.06212315572087966, 'passage_5277728': 0.062009907378932604}
query_40658	{'passage_6610802': 0.4018228827499547, 'passage_6610805': 0.3159051297854952, 'passage_6610796': 0.3157149936045472, 'passage_6610801': 0.2363875121036129, 'passage_3163390': 0.10811441706545988, 'passage_1853585': 0.10113883623379794, 'passage_1853579': 0.09504102192558843, 'passage_5055631': 0.09249635068607387, 'passage_3163395': 0.08830296609996365, 'passage_3163393': 0.08570831417549782, 'passage_5055630': 0.08294147610992168, 'passage_6503193': 0.08231855686235261, 'passage_3008366': 0.08146749895382453, 'passage_428252': 0.0811799747593772, 'passage_428244': 0.08001855287920337, 'passage_5865929': 0.07873587211528765, 'passage_2629975': 0.07620097401695859, 'passage_428249': 0.07587413548253033, 'passage_2629972': 0.07534528777377923, 'passage_406461': 0.0752944582571173, 'passage_428246': 0.07364288492897364, 'passage_3163396': 0.07308330362516863, 'passage_1853578': 0.07236621760011529, 'passage_2629974': 0.07205257937952056, 'passage_3163397': 0.07038147416829355, 'passage_3132750': 0.06901966400671991, 'passage_428250': 0.0687776496728908, 'passage_1853577': 0.06787832398774436, 'passage_5783176': 0.06704859535410854, 'passage_3132756': 0.06690511277080058, 'passage_2173889': 0.06663108182543427, 'passage_5055633': 0.06648331661893891, 'passage_3132751': 0.06576598364048072, 'passage_5277728': 0.06557716606169757, 'passage_5783175': 0.0653394344745306, 'passage_2173887': 0.062434518465257764, 'passage_2173893': 0.06238625076554211, 'passage_5783173': 0.06211294032631127, 'passage_2173891': 0.059640329749151254}
query_40659	{'passage_6610796': 0.31726373572751754, 'passage_6610802': 0.2841513824181022, 'passage_6610805': 0.26417464437842403, 'passage_6610801': 0.23835405997677953, 'passage_3163390': 0.11374561402024656, 'passage_3163395': 0.09657656514984743, 'passage_3163393': 0.09389796139345587, 'passage_5055631': 0.09150936660769347, 'passage_5055630': 0.08758812158172409, 'passage_6503193': 0.08545687303083592, 'passage_1853585': 0.08509644416059314, 'passage_406461': 0.080946885624676, 'passage_1853579': 0.0807298030301199, 'passage_2629972': 0.07958361167868422, 'passage_2629975': 0.07837780100296991, 'passage_428252': 0.07648945765134897, 'passage_3163396': 0.07647399969775896, 'passage_428244': 0.07488819719868267, 'passage_5865929': 0.0748232059660094, 'passage_3008366': 0.07361346262267833, 'passage_3163397': 0.07287401221856658, 'passage_5783175': 0.06988930429401927, 'passage_2629974': 0.0698364965337215, 'passage_428246': 0.06914501087331147, 'passage_6503186': 0.06880155395126253, 'passage_2173889': 0.06865830507719073, 'passage_5055633': 0.06833988288027462, 'passage_428250': 0.06733516185271063, 'passage_5783176': 0.06671862940090188, 'passage_5783173': 0.06563576636056656, 'passage_2173887': 0.06562639214758338, 'passage_5277728': 0.06460943607304226, 'passage_2173893': 0.06453234457370216, 'passage_1853578': 0.06366872753400556, 'passage_6503189': 0.06311361275703138, 'passage_6503191': 0.06283180548168314, 'passage_4703546': 0.061580846939576085}
query_40660	{'passage_6610796': 0.27033862252835933, 'passage_6610805': 0.22998860334081983, 'passage_6610801': 0.2280044392434324, 'passage_6610802': 0.21071555096244887, 'passage_3163390': 0.10793806604309908, 'passage_3163393': 0.09330244653602648, 'passage_3163395': 0.09277928632485667, 'passage_2629975': 0.09065724809486073, 'passage_1853585': 0.08454853467176779, 'passage_3163396': 0.08358910462208669, 'passage_2629972': 0.0802645990735784, 'passage_3163397': 0.07890990759045927, 'passage_2629976': 0.07787766835477315, 'passage_1853579': 0.07775096875197215, 'passage_5865929': 0.0759172909692987, 'passage_5055631': 0.07395120321364732, 'passage_2629974': 0.07211157013673561, 'passage_6503193': 0.0690493882297268, 'passage_1853578': 0.06686505155090086, 'passage_406461': 0.06667405951753526, 'passage_5055630': 0.06486595093903644, 'passage_428252': 0.06397993987925735, 'passage_428244': 0.06368737444114926, 'passage_428250': 0.06293706880932931, 'passage_5783175': 0.06012184038833874, 'passage_5783173': 0.058047315786570367, 'passage_2173889': 0.05796277892609646, 'passage_428246': 0.056604429516244316, 'passage_6503186': 0.05620976079916069, 'passage_6779130': 0.056079130819957954, 'passage_5783176': 0.05589262230036572, 'passage_2173887': 0.05539868470505417, 'passage_6779124': 0.05533460842306252, 'passage_5612805': 0.053374445727036694, 'passage_2173893': 0.053109386158965446, 'passage_5055633': 0.05256411580054948, 'passage_3008366': 0.05254116453171285, 'passage_4703546': 0.051831150549639826, 'passage_2173891': 0.051654865478796094}
query_40661	{'passage_6610805': 0.27644252292929244, 'passage_6610796': 0.2705265700442969, 'passage_6610802': 0.2625790441737917, 'passage_6610801': 0.2580515443620934, 'passage_3163390': 0.1100619219947497, 'passage_3163395': 0.09465555772011071, 'passage_1853585': 0.08929206444864597, 'passage_5055631': 0.08923082813621795, 'passage_5055630': 0.08730634445134938, 'passage_3163393': 0.08576343471770134, 'passage_406461': 0.08556313105153347, 'passage_1853579': 0.08517814384978639, 'passage_2173889': 0.08217922408323543, 'passage_2173893': 0.07935678813619804, 'passage_6503193': 0.07857688503169796, 'passage_2173887': 0.07793241158904242, 'passage_3008366': 0.07747275516658271, 'passage_5865929': 0.07619302839778334, 'passage_428252': 0.07543107153065813, 'passage_428244': 0.07447187570667058, 'passage_2173891': 0.07429632625960483, 'passage_2173888': 0.07375925317311732, 'passage_3163397': 0.071486188650755, 'passage_3163396': 0.07119402015784357, 'passage_5055633': 0.07034571692226467, 'passage_2629972': 0.06975863862873256, 'passage_428246': 0.0693773317994403, 'passage_2629975': 0.06872725110513958, 'passage_5277728': 0.06699360926202749, 'passage_3132756': 0.06581371742981128, 'passage_3132750': 0.06459190851296429, 'passage_428250': 0.06457144387431939}
query_40664	{'passage_6610802': 0.3587804946445298, 'passage_6610796': 0.30350925768036524, 'passage_6610805': 0.2853655114035938, 'passage_6610801': 0.22005339654488895, 'passage_3163390': 0.10341258491634485, 'passage_1853585': 0.09893829961273494, 'passage_1853579': 0.09225450860929209, 'passage_3163395': 0.0825642657295908, 'passage_2629975': 0.08230056939967963, 'passage_3163393': 0.08197621774636088, 'passage_5055631': 0.08196900208734544, 'passage_428252': 0.08052614279053832, 'passage_2629972': 0.07944466558581487, 'passage_5865929': 0.07814091604607926, 'passage_406461': 0.07772450988879122, 'passage_428244': 0.07718406988557466, 'passage_6503193': 0.07684813138967107, 'passage_2629974': 0.07538329645350028, 'passage_1853578': 0.07282958223392824, 'passage_5055630': 0.07202631857163959, 'passage_3163396': 0.07178642126125635, 'passage_428249': 0.07171176326375218, 'passage_3008366': 0.07045686604813274, 'passage_428246': 0.07021474175881136, 'passage_1853577': 0.06948966669956787, 'passage_3163397': 0.0680720674120156, 'passage_5783175': 0.06400114064123273, 'passage_5783176': 0.06389911240803381, 'passage_3132750': 0.06209698365761895, 'passage_2173889': 0.06070231276915915, 'passage_5783173': 0.06039992972208058, 'passage_3132756': 0.05780052024632161, 'passage_3132751': 0.05779969823630225, 'passage_5055633': 0.05760743791014343, 'passage_5612805': 0.057352205842787794, 'passage_2173887': 0.057192756433243085, 'passage_6503186': 0.056373180715871295, 'passage_2173893': 0.05633101865213605, 'passage_5612807': 0.05514475065504568}
