Query	Passage_Scores
query_4349	{'passage_496887': 0.36172143452797656, 'passage_496885': 0.3514059995524461, 'passage_496891': 0.2816367859754999, 'passage_496883': 0.26008463354809697, 'passage_496889': 0.2190111729940365, 'passage_496884': 0.2022581444305726, 'passage_496888': 0.11435011148792303, 'passage_4828346': 0.05188208731399988, 'passage_7924177': 0.05064164617548289, 'passage_7924175': 0.04783345874887156, 'passage_5383224': 0.04776954489013664, 'passage_266749': 0.046271910487243, 'passage_4828348': 0.044777850485574804, 'passage_7924170': 0.044732280174720744, 'passage_4175407': 0.04355285816272725}
query_4361	{'passage_496885': 0.36771896440675944, 'passage_496887': 0.26896115664613557, 'passage_496883': 0.21683327252501441, 'passage_496884': 0.21401017005801307, 'passage_496888': 0.1795677961113434, 'passage_496891': 0.1417572638371602, 'passage_496889': 0.12881689914250227, 'passage_266749': 0.06233696067929432, 'passage_5383224': 0.04897823898081839, 'passage_4828346': 0.04818246491019858, 'passage_4474923': 0.04624514031004572, 'passage_4828350': 0.04486188332977768, 'passage_7924175': 0.04355665011181129, 'passage_7924177': 0.04318212872731209, 'passage_266747': 0.042939813921916314, 'passage_4152762': 0.04275301467250385}
query_4367	{'passage_496891': 0.22624351007876123, 'passage_496887': 0.2158159055545466, 'passage_496889': 0.18866901985985096, 'passage_496885': 0.1491847328486547, 'passage_496883': 0.11566405825104986, 'passage_496884': 0.11379315021188076, 'passage_496888': 0.06140454127225747, 'passage_4828346': 0.040562569212772105, 'passage_7924175': 0.03857957397548932, 'passage_2754980': 0.03788963694928576, 'passage_7924177': 0.037614007738366345, 'passage_4152762': 0.03721089214502819, 'passage_7924171': 0.03658995836206228, 'passage_6827589': 0.0362026844308335, 'passage_5383224': 0.03616628095414658, 'passage_2754981': 0.035539985600747746, 'passage_4828348': 0.035499346329974764, 'passage_6827597': 0.03505636561287127, 'passage_7924178': 0.03466127693280725}
query_4372	{'passage_496889': 0.3488048187242059, 'passage_496891': 0.3339716872890958, 'passage_496885': 0.25890543278141454, 'passage_496887': 0.2580638968206606, 'passage_496883': 0.15673069562095474, 'passage_496884': 0.145694086109903, 'passage_496888': 0.08157222192341101, 'passage_7924177': 0.050373466840672544, 'passage_5383224': 0.04641613714132595, 'passage_7924170': 0.04363026783066019, 'passage_7924171': 0.04252056795881493, 'passage_7924178': 0.04147163031757546, 'passage_266749': 0.03939954115575359, 'passage_1260538': 0.038450092132712624, 'passage_4175407': 0.037955891969404965, 'passage_6827589': 0.03602296287860455, 'passage_4434766': 0.03601731068675287, 'passage_2754980': 0.0354445150153458, 'passage_7945683': 0.03521317893503441, 'passage_5264165': 0.03457736203853426, 'passage_266748': 0.032697086149773374, 'passage_4434768': 0.03246475685043282, 'passage_7945684': 0.03244584720985561, 'passage_4064443': 0.031681542869250234, 'passage_4703539': 0.03162692047504917, 'passage_6827597': 0.031611550688676465, 'passage_2136580': 0.02990130916233601, 'passage_7045569': 0.02971443339430256, 'passage_6990597': 0.029657378446339283}
query_4373	{'passage_496891': 0.32189874866517315, 'passage_496889': 0.311849728076338, 'passage_496887': 0.2853459421702144, 'passage_496885': 0.2850075941343377, 'passage_496883': 0.1766146180852735, 'passage_496884': 0.1682603303028717, 'passage_496888': 0.08857209659217904, 'passage_7924177': 0.050087212782356276, 'passage_7924175': 0.04729009724459258, 'passage_5383224': 0.04615860169566088, 'passage_4828346': 0.04531507228461748, 'passage_7924171': 0.04264776185049159, 'passage_7924178': 0.04163583415949128, 'passage_266749': 0.040315208630317546, 'passage_4828348': 0.04005836139283413, 'passage_4175407': 0.03927624575367154, 'passage_4152762': 0.037995529424712876}
query_4382	{'passage_496885': 0.40444631111755525, 'passage_496887': 0.3841529083725018, 'passage_496891': 0.23089183732826363, 'passage_496889': 0.20786655949618385, 'passage_496884': 0.20485367402126853, 'passage_496883': 0.20365628297925914, 'passage_496888': 0.1309027754199182, 'passage_266749': 0.04905286415912336, 'passage_7924177': 0.048406983245668875, 'passage_7924175': 0.04827832673183131, 'passage_4828346': 0.04821057699484667, 'passage_5383224': 0.046812389895101135, 'passage_7924170': 0.04410862900604355, 'passage_7924171': 0.04316800998390055, 'passage_4828348': 0.04225205121986533}
query_4383	{'passage_496887': 0.44592001048374835, 'passage_496885': 0.40452619838742254, 'passage_496884': 0.23949676657092883, 'passage_496883': 0.23593103027620793, 'passage_496891': 0.23222021867125614, 'passage_496889': 0.19161298477204353, 'passage_496888': 0.14384700779086224, 'passage_4828346': 0.05269211302444316, 'passage_7924175': 0.050521735826417107, 'passage_7924177': 0.04941318263938345, 'passage_266749': 0.04853750906565447, 'passage_4474923': 0.047428005342592096, 'passage_4828350': 0.047354773862020805, 'passage_4828348': 0.046289996556267754}
query_4385	{'passage_496885': 0.41135698424752715, 'passage_496887': 0.3807747904327068, 'passage_496883': 0.22278769102051998, 'passage_496891': 0.20953282258727782, 'passage_496884': 0.20871678235615004, 'passage_496889': 0.18052598891902205, 'passage_496888': 0.13167232703979764, 'passage_266749': 0.04980994264304514, 'passage_4828346': 0.04834822436548549, 'passage_5383224': 0.0467734501981585, 'passage_7924177': 0.0448483367820626, 'passage_7924175': 0.044506258690647844, 'passage_4152762': 0.04200845556524423, 'passage_4828348': 0.04172864157612298}
query_4387	{'passage_496885': 0.36770771358379206, 'passage_496887': 0.33144430085610754, 'passage_496889': 0.26390869137285533, 'passage_496891': 0.2638724469182818, 'passage_496883': 0.1810305788829843, 'passage_496884': 0.1805585976186711, 'passage_496888': 0.10735802200013689, 'passage_5383224': 0.04804695604384695, 'passage_7924177': 0.04612454757238983, 'passage_266749': 0.045791376593476124, 'passage_7924175': 0.04490147997367501, 'passage_4828346': 0.043811722103902426, 'passage_7924170': 0.04120000289014847, 'passage_7924171': 0.04056906005447274, 'passage_7924178': 0.040155035836983766, 'passage_4152762': 0.03864069777276503, 'passage_4175407': 0.03833345177857997, 'passage_4828348': 0.03823752691693621}
query_4390	{'passage_496887': 0.2845908545619742, 'passage_496891': 0.19900650093761169, 'passage_496885': 0.18942557984935623, 'passage_496883': 0.15524768351447743, 'passage_496889': 0.15101675442093773, 'passage_496884': 0.14555643954461323, 'passage_496888': 0.07894339607245145, 'passage_4828346': 0.04715301850758119, 'passage_4152762': 0.04207783381418885, 'passage_4828348': 0.04079029325792629, 'passage_7924175': 0.040160753931730075, 'passage_7924177': 0.03872608002142772, 'passage_4828354': 0.038140515989048}
query_4391	{'passage_496887': 0.28994363229515974, 'passage_496885': 0.24889293981880123, 'passage_496883': 0.19399290886529286, 'passage_496884': 0.19047805888138705, 'passage_496891': 0.16364577289648177, 'passage_496889': 0.13330919489119086, 'passage_496888': 0.10943863561206417, 'passage_4828346': 0.048899881377939575, 'passage_266749': 0.04540990457259468, 'passage_4828350': 0.04439789554211577, 'passage_4152762': 0.044341421364677364, 'passage_4474923': 0.04348343187568597, 'passage_4828348': 0.042331176246475484}
query_4398	{'passage_496891': 0.32189874866517315, 'passage_496889': 0.311849728076338, 'passage_496887': 0.2853459421702144, 'passage_496885': 0.2850075941343377, 'passage_496883': 0.1766146180852735, 'passage_496884': 0.1682603303028717, 'passage_496888': 0.08857209659217904, 'passage_7924177': 0.050087212782356276, 'passage_7924175': 0.04729009724459258, 'passage_5383224': 0.04615860169566088, 'passage_4828346': 0.04531507228461748, 'passage_7924171': 0.04264776185049159, 'passage_7924178': 0.04163583415949128, 'passage_266749': 0.040315208630317546, 'passage_4828348': 0.04005836139283413, 'passage_4175407': 0.03927624575367154, 'passage_4152762': 0.037995529424712876}
query_4405	{'passage_496887': 0.4193687945481848, 'passage_496885': 0.389914133852318, 'passage_496883': 0.24757709005743597, 'passage_496884': 0.22960262132212056, 'passage_496891': 0.18884888956922388, 'passage_496888': 0.15662780355558387, 'passage_496889': 0.14608185589318115, 'passage_4828346': 0.056413791230238625, 'passage_4474923': 0.05138751424123007, 'passage_4828350': 0.050983717508272505, 'passage_266749': 0.050357993688307325, 'passage_7924175': 0.049137446100267976, 'passage_4828348': 0.048863075685015016}
query_4408	{'passage_496887': 0.44592001048374835, 'passage_496885': 0.40452619838742254, 'passage_496884': 0.23949676657092883, 'passage_496883': 0.23593103027620793, 'passage_496891': 0.23222021867125614, 'passage_496889': 0.19161298477204353, 'passage_496888': 0.14384700779086224, 'passage_4828346': 0.05269211302444316, 'passage_7924175': 0.050521735826417107, 'passage_7924177': 0.04941318263938345, 'passage_266749': 0.04853750906565447, 'passage_4474923': 0.047428005342592096, 'passage_4828350': 0.047354773862020805, 'passage_4828348': 0.046289996556267754}
query_4413	{'passage_496885': 0.3796285483878833, 'passage_496887': 0.3496888418854265, 'passage_496891': 0.25183331445683443, 'passage_496889': 0.24415633156005484, 'passage_496884': 0.2021310216800507, 'passage_496883': 0.19331821924832246, 'passage_496888': 0.11344860938217893, 'passage_5383224': 0.047543936297744595, 'passage_266749': 0.04616746254241352, 'passage_7924177': 0.04516984742238806, 'passage_4828346': 0.04490812211284019, 'passage_7924175': 0.04486722744794509, 'passage_7924170': 0.04071371699883993, 'passage_4152762': 0.04013679741898001, 'passage_7924171': 0.039999185195662056, 'passage_7924178': 0.03971023212719778, 'passage_4828348': 0.03942709903003423}
query_41659	{'passage_6845910': 0.37239725909539706, 'passage_6845904': 0.35314605138827093, 'passage_6845913': 0.2635793873797274}
query_41672	{'passage_6845906': 0.5766592562818946, 'passage_6845910': 0.48871071493990115, 'passage_6845911': 0.4094370247041018}
query_41678	{'passage_6845913': 0.7723673824500163, 'passage_6845911': 0.6708503535042352, 'passage_6845910': 0.5623755517697256}
query_41686	{'passage_6845906': 0.7655780597633164, 'passage_6845910': 0.6324096078805556, 'passage_6845911': 0.5628287161718297}
query_41692	{'passage_6845906': 0.589761475720695, 'passage_6845910': 0.3584647265589684, 'passage_6845911': 0.29329948061432437}
query_41698	{'passage_6845911': 0.7502732595987412, 'passage_6845904': 0.6971790309724052, 'passage_6845913': 0.5927944369996825}
query_41701	{'passage_6845906': 0.8942097921772573, 'passage_6845910': 0.4528587577281453, 'passage_6845911': 0.4092020268845643}
query_41705	{'passage_6845906': 0.8230418525984549, 'passage_6845910': 0.7781523128754823}
query_41710	{'passage_6845906': 0.7444050315005221, 'passage_6845910': 0.510745269690583, 'passage_6845911': 0.31782650905819}
query_41722	{'passage_6845906': 0.8103630065768327, 'passage_6845910': 0.5109782615287878, 'passage_6845913': 0.44935121431366837, 'passage_6845911': 0.3231017988582725}
query_41723	{'passage_6845904': 0.6694130718553876, 'passage_6845910': 0.5766153369912209, 'passage_6845913': 0.5215032700463974, 'passage_6845911': 0.4570450721311755}
query_41730	{'passage_6845906': 0.6327997014780619, 'passage_6845910': 0.6121831076319598}
query_41736	{'passage_6845910': 0.3592218074564481, 'passage_6845904': 0.3058326531748324, 'passage_6845913': 0.28099434768121256}
query_41737	{'passage_6845906': 0.24113612987594646, 'passage_6845910': 0.23758824506065723}
query_41740	{'passage_6845910': 0.2545352879303613, 'passage_6845906': 0.24894816038957004, 'passage_6845913': 0.20924183215922498}
query_41746	{'passage_6845904': 0.4087863393668409, 'passage_6845910': 0.3845501619492621}
query_41751	{'passage_6845910': 0.3917084852586756, 'passage_6845913': 0.36573278141385546, 'passage_6845906': 0.33972571838399207}
query_41753	{'passage_6845904': 0.43338827599007035, 'passage_6845910': 0.326495941953523}
query_41755	{'passage_6845910': 0.3831394677664119, 'passage_6845904': 0.2877612826659337, 'passage_6845906': 0.2707560038319053}
query_41759	{'passage_6845910': 0.368914689995384, 'passage_6845904': 0.31004653899595447, 'passage_6845906': 0.2572837648916339}
query_41774	{'passage_6845906': 0.9247784509432647, 'passage_6845910': 0.7008679583871591, 'passage_6845911': 0.4377581516802327}
query_41777	{'passage_6845906': 0.9880776123837863, 'passage_6845910': 0.4841514790216603, 'passage_6845913': 0.46098192783600406, 'passage_6845911': 0.29561671783505933}
query_41778	{'passage_6845913': 0.8999093925634565, 'passage_6845906': 0.6955229736580671, 'passage_6845910': 0.6647931020607972, 'passage_6845911': 0.6003727505609627}
query_41780	{'passage_6845910': 1.0347056404663757, 'passage_6845906': 0.8669312530070044, 'passage_6845913': 0.6101436813961229}
query_41785	{'passage_6845906': 0.8693992296722391, 'passage_6845910': 0.6523371304665084}
query_41787	{'passage_6845906': 0.5986542954919933, 'passage_6845910': 0.43754849542472496, 'passage_6845911': 0.27986180598442995}
query_41791	{'passage_6845906': 0.7911662143849602, 'passage_6845910': 0.5883615259555703, 'passage_6845911': 0.3897068359292813}
query_41796	{'passage_6845906': 0.7730944293418035, 'passage_6845910': 0.7648318106111833}
query_41806	{'passage_6845910': 0.9563748850053209, 'passage_6845906': 0.6526180858674735, 'passage_6845913': 0.5423286994862485}
query_41824	{'passage_6845906': 0.6404898273205751, 'passage_6845910': 0.5055118976967887}
query_41828	{'passage_6845910': 0.5557799874566196, 'passage_6845904': 0.5452816854031916, 'passage_6845913': 0.45457840183957166}
query_41838	{'passage_6845904': 0.26951995246855387, 'passage_6845910': 0.26042803957894467}
query_41839	{'passage_6845910': 0.4003729286875921, 'passage_6845906': 0.3322318619110723, 'passage_6845904': 0.28242858581647384}
query_41842	{'passage_6845906': 0.21021308965877192, 'passage_6845910': 0.2011268810117384}
query_41846	{'passage_6845910': 0.36126767671459503, 'passage_6845904': 0.32203225852550466, 'passage_6845913': 0.2760933216550931}
query_41848	{'passage_6845904': 0.3325400730587874, 'passage_6845910': 0.2491076072183923}
query_41886	{'passage_6845906': 0.9177572714849691, 'passage_6845910': 0.8490117536163855, 'passage_6845911': 0.749743511538599}
query_41887	{'passage_6845906': 0.6740622787716913, 'passage_6845910': 0.4526123625981958, 'passage_6845911': 0.38881964047350354}
query_41890	{'passage_6845906': 0.7664306503234265, 'passage_6845910': 0.49600528252508735, 'passage_6845911': 0.47932295317301293}
query_41899	{'passage_6845906': 0.739374161239372, 'passage_6845911': 0.5212988719946717, 'passage_6845910': 0.5100008052979457}
query_41905	{'passage_6845910': 0.9197177886145312, 'passage_6845913': 0.727557332522752, 'passage_6845906': 0.7061211751870627}
query_41909	{'passage_6845910': 0.8011344182130073, 'passage_6845906': 0.6983159214431633}
query_41913	{'passage_6845904': 0.5473691186004662, 'passage_6845910': 0.5306596634672619}
query_41915	{'passage_6845910': 0.5763008041359321, 'passage_6845906': 0.5221482362540747, 'passage_6845913': 0.39942579782945686}
query_41917	{'passage_6845906': 0.5474090527252182, 'passage_6845910': 0.42757693769925764, 'passage_6845911': 0.28573028490173813}
query_41918	{'passage_6845904': 0.5002276739073839, 'passage_6845910': 0.4867688317325142}
query_41919	{'passage_6845906': 0.4631226912409599, 'passage_6845910': 0.4277140664599536}
query_41920	{'passage_6845910': 0.696033477062617, 'passage_6845906': 0.5778612249296496, 'passage_6845913': 0.5186582881714031}
query_41922	{'passage_6845906': 0.515240125505919, 'passage_6845910': 0.4504547983663504, 'passage_6845913': 0.39700328713967725, 'passage_6845911': 0.3373061644293594}
query_41934	{'passage_6845910': 0.5323800432837822, 'passage_6845906': 0.43773713589792773, 'passage_6845913': 0.35287945240510354}
query_41939	{'passage_6845910': 0.39599494386220946, 'passage_6845904': 0.33871425172828085, 'passage_6845913': 0.2934192044948865}
query_41945	{'passage_6845904': 0.3973384608763133, 'passage_6845910': 0.3628189280246086}
query_41950	{'passage_6845910': 0.38066416984590284, 'passage_6845904': 0.33370560202089183, 'passage_6845913': 0.3116033601017207}
query_41956	{'passage_6845904': 0.43296899388189125, 'passage_6845910': 0.41678050934676286}
query_41961	{'passage_6845910': 0.9555653308461125, 'passage_6845906': 0.8802888658366793}
query_41972	{'passage_6845906': 0.5766592562818946, 'passage_6845910': 0.48871071493990115, 'passage_6845911': 0.4094370247041018}
query_41974	{'passage_6845906': 0.9409471685585307, 'passage_6845910': 0.7410709318842311, 'passage_6845911': 0.5620814425178645}
query_41977	{'passage_6845906': 1.1859559500548373, 'passage_6845913': 0.5795094557329643, 'passage_6845910': 0.5784614574991295, 'passage_6845911': 0.3834211004532355}
query_41978	{'passage_6845913': 0.7723673824500163, 'passage_6845911': 0.6708503535042352, 'passage_6845910': 0.5623755517697256}
query_41982	{'passage_6845910': 0.7223126238266329, 'passage_6845906': 0.5378468498800648}
query_41984	{'passage_6845910': 1.1046777487347486, 'passage_6845913': 0.7847080937893369, 'passage_6845906': 0.7442616461236192}
query_41987	{'passage_6845906': 0.6948535768632803, 'passage_6845910': 0.4301525985677807, 'passage_6845911': 0.3450700191718551}
query_41991	{'passage_6845906': 0.7314765332220383, 'passage_6845910': 0.4824727499121872, 'passage_6845911': 0.4237289606363467}
query_41994	{'passage_6845906': 0.6065173471714657, 'passage_6845910': 0.385812439974758, 'passage_6845911': 0.3383723821166105}
query_41999	{'passage_6845906': 0.759262731629929, 'passage_6845910': 0.5102674759703864, 'passage_6845911': 0.447776487344707}
query_42005	{'passage_6845906': 0.8230418525984549, 'passage_6845910': 0.7781523128754823}
query_42008	{'passage_6845904': 0.9288924969249979, 'passage_6845910': 0.755683134583994}
query_42010	{'passage_6845906': 0.7444050315005221, 'passage_6845910': 0.510745269690583, 'passage_6845911': 0.31782650905819}
query_42011	{'passage_6845906': 0.5098432792704302, 'passage_6845910': 0.4553853501283841, 'passage_6845911': 0.3990280554544442}
query_42021	{'passage_6845906': 0.6029936735497264, 'passage_6845910': 0.5516868731369415, 'passage_6845911': 0.45953377444274346}
query_42022	{'passage_6845906': 0.8103630065768327, 'passage_6845910': 0.5109782615287878, 'passage_6845913': 0.44935121431366837, 'passage_6845911': 0.3231017988582725}
query_42025	{'passage_6845906': 0.7351884887215985, 'passage_6845910': 0.4426248726536326}
query_42026	{'passage_6845906': 0.6502770682277157, 'passage_6845910': 0.46634094079344973, 'passage_6845911': 0.40487420061981944}
query_42035	{'passage_6845910': 0.359540144152974, 'passage_6845906': 0.30591190614282693, 'passage_6845913': 0.2781901097805048}
query_42039	{'passage_6845910': 0.32291006325819405, 'passage_6845904': 0.2786387522958331, 'passage_6845906': 0.2629679442423619}
query_42051	{'passage_6845910': 0.3917084852586756, 'passage_6845913': 0.36573278141385546, 'passage_6845906': 0.33972571838399207}
query_42052	{'passage_6845906': 0.30036961968902315, 'passage_6845910': 0.2822106973931733}
query_42055	{'passage_6845910': 0.3831394677664119, 'passage_6845904': 0.2877612826659337, 'passage_6845906': 0.2707560038319053}
query_42058	{'passage_6845904': 0.4037304529603052, 'passage_6845910': 0.2952737933555351, 'passage_6845911': 0.20927557475622133}
query_42060	{'passage_6845906': 1.1080699357958894, 'passage_6845910': 0.8339603648008173, 'passage_6845911': 0.4238269260569937}
query_42068	{'passage_6845910': 0.6830593363787648, 'passage_6845904': 0.5440032909837387}
query_42072	{'passage_6845906': 0.679401854993915, 'passage_6845910': 0.5307978370953051, 'passage_6845911': 0.37575510627293257}
query_42077	{'passage_6845906': 0.9880776123837863, 'passage_6845910': 0.4841514790216603, 'passage_6845913': 0.46098192783600406, 'passage_6845911': 0.29561671783505933}
query_42078	{'passage_6845913': 0.8999093925634565, 'passage_6845906': 0.6955229736580671, 'passage_6845910': 0.6647931020607972, 'passage_6845911': 0.6003727505609627}
query_42092	{'passage_6845906': 0.5637075773439899, 'passage_6845910': 0.37589223110403697, 'passage_6845911': 0.268715659719471}
query_42095	{'passage_6845906': 0.7974857247101794, 'passage_6845910': 0.6715341621738936}
query_42096	{'passage_6845906': 0.7730944293418035, 'passage_6845910': 0.7648318106111833}
query_42100	{'passage_6845906': 1.1540927515307877, 'passage_6845910': 0.5088542900975883, 'passage_6845913': 0.45876896707305537, 'passage_6845911': 0.30708026409272976}
query_42107	{'passage_6845910': 0.6438664798912888, 'passage_6845906': 0.5296909801424877, 'passage_6845913': 0.39494257771688046}
query_42109	{'passage_6845910': 0.8040888610280695, 'passage_6845906': 0.7005723092325843, 'passage_6845913': 0.49953111289999963}
query_42113	{'passage_6845910': 0.5131909196564515, 'passage_6845904': 0.3965726652400276, 'passage_6845906': 0.3415941156385136}
query_42115	{'passage_6845906': 0.4568841645212447, 'passage_6845910': 0.44272443447932447}
query_42117	{'passage_6845906': 0.48562007625594855, 'passage_6845910': 0.38586979856476267}
query_42126	{'passage_6845906': 0.4707032056589067, 'passage_6845910': 0.4100369053666637, 'passage_6845913': 0.3949165103382289, 'passage_6845911': 0.26477687498118446}
query_42129	{'passage_6845906': 0.769050543856516, 'passage_6845910': 0.5047359790239258}
query_42142	{'passage_6845906': 0.21021308965877192, 'passage_6845910': 0.2011268810117384}
query_42148	{'passage_6845904': 0.3325400730587874, 'passage_6845910': 0.2491076072183923}
query_42151	{'passage_6845910': 0.3421264495937618, 'passage_6845906': 0.2870951918391909, 'passage_6845913': 0.28669078769437417}
query_42152	{'passage_6845906': 0.2512350144561221, 'passage_6845910': 0.24650935950449596}
query_42156	{'passage_6845910': 0.38102387870927384, 'passage_6845904': 0.32501878165820963, 'passage_6845913': 0.24017330615036395}
query_42163	{'passage_6845910': 0.678023079913416, 'passage_6845904': 0.5621541027797812, 'passage_6845906': 0.4062335377457584}
query_42168	{'passage_6845910': 0.6808177982066025, 'passage_6845904': 0.5304682197156794, 'passage_6845913': 0.46707239086659663}
query_42175	{'passage_6845906': 1.0358407256324633, 'passage_6845910': 0.5668033140621095, 'passage_6845913': 0.4760842871453231, 'passage_6845911': 0.28282636743372014}
query_42189	{'passage_6845906': 0.8214565179200876, 'passage_6845911': 0.6132724527025968, 'passage_6845910': 0.5870899675412842}
query_42196	{'passage_6845906': 0.8891722078715592, 'passage_6845910': 0.8215633579044941, 'passage_6845911': 0.7095534167154232}
query_42200	{'passage_6845906': 1.4084969780601815, 'passage_6845910': 0.5362155790594674, 'passage_6845911': 0.45953770155469587}
query_42202	{'passage_6845906': 1.0453201532889551, 'passage_6845910': 0.47375974621837535, 'passage_6845911': 0.3739587042237155}
query_42204	{'passage_6845906': 1.2276316803632576, 'passage_6845910': 0.4705276301111442, 'passage_6845911': 0.4560488415401887}
query_42206	{'passage_6845910': 1.0495753258065241, 'passage_6845913': 0.7899460001027808, 'passage_6845904': 0.7420467074970885}
query_42208	{'passage_6845904': 0.95683687181887, 'passage_6845911': 0.629702476989351}
query_42212	{'passage_6845906': 0.6432199762992212, 'passage_6845910': 0.47589317369760453, 'passage_6845911': 0.3253047163465928}
query_42215	{'passage_6845910': 0.5763008041359321, 'passage_6845906': 0.5221482362540747, 'passage_6845913': 0.39942579782945686}
query_42224	{'passage_6845906': 0.6506456146105417, 'passage_6845910': 0.5992954427394094, 'passage_6845911': 0.4093599805624729}
query_42228	{'passage_6845904': 0.7811570411758727, 'passage_6845910': 0.5148243694644951, 'passage_6845913': 0.5011334422466563, 'passage_6845911': 0.4852820029152504}
query_42240	{'passage_6845910': 0.28064660995055535, 'passage_6845906': 0.2399208512485104, 'passage_6845904': 0.2313938154819083}
query_42254	{'passage_6845910': 0.37977979424626307, 'passage_6845906': 0.3260790282890236, 'passage_6845913': 0.3216965940407077}
query_42255	{'passage_6845910': 0.398140361579988, 'passage_6845904': 0.38115704844081455, 'passage_6845913': 0.27604473277773767}
query_42257	{'passage_6845904': 0.3164223597884566, 'passage_6845910': 0.31307818032256324}
query_42270	{'passage_6845906': 0.8131916723089095, 'passage_6845910': 0.8036261329759904, 'passage_6845911': 0.5451898635198174}
query_42274	{'passage_6845906': 0.9409471685585307, 'passage_6845910': 0.7410709318842311, 'passage_6845911': 0.5620814425178645}
query_42283	{'passage_6845904': 0.7704910453015211, 'passage_6845910': 0.4943216643368602, 'passage_6845911': 0.4473868430787075}
query_42287	{'passage_6845906': 0.6948535768632803, 'passage_6845910': 0.4301525985677807, 'passage_6845911': 0.3450700191718551}
query_42290	{'passage_6845906': 0.7211868349741191, 'passage_6845910': 0.4238066270531939, 'passage_6845911': 0.34661157191715986}
query_42292	{'passage_6845906': 0.589761475720695, 'passage_6845910': 0.3584647265589684, 'passage_6845911': 0.29329948061432437}
query_42310	{'passage_6845906': 0.7444050315005221, 'passage_6845910': 0.510745269690583, 'passage_6845911': 0.31782650905819}
query_42322	{'passage_6845906': 0.8103630065768327, 'passage_6845910': 0.5109782615287878, 'passage_6845913': 0.44935121431366837, 'passage_6845911': 0.3231017988582725}
query_42323	{'passage_6845904': 0.6694130718553876, 'passage_6845910': 0.5766153369912209, 'passage_6845913': 0.5215032700463974, 'passage_6845911': 0.4570450721311755}
query_42329	{'passage_6845906': 0.8218452334134704, 'passage_6845910': 0.5164764229511867, 'passage_6845911': 0.33130148751093563}
query_42332	{'passage_6845906': 0.7505356612541635, 'passage_6845910': 0.6970823380175885}
query_42337	{'passage_6845906': 0.24113612987594646, 'passage_6845910': 0.23758824506065723}
query_42344	{'passage_6845910': 0.21844875951471013, 'passage_6845906': 0.2092350473694169, 'passage_6845913': 0.18205285171313532}
query_42346	{'passage_6845904': 0.4087863393668409, 'passage_6845910': 0.3845501619492621}
query_42358	{'passage_6845904': 0.4037304529603052, 'passage_6845910': 0.2952737933555351, 'passage_6845911': 0.20927557475622133}
query_42363	{'passage_6845910': 0.7846418879556796, 'passage_6845904': 0.6941549647537502, 'passage_6845913': 0.5117111627730793}
query_42369	{'passage_6845906': 0.7383711447202979, 'passage_6845910': 0.5278507946430467, 'passage_6845911': 0.3512867729116218}
query_42382	{'passage_6845910': 0.8190230775470705, 'passage_6845906': 0.6697525635565489, 'passage_6845913': 0.5110364103934832}
query_42387	{'passage_6845906': 0.5986542954919933, 'passage_6845910': 0.43754849542472496, 'passage_6845911': 0.27986180598442995}
query_42392	{'passage_6845906': 0.5637075773439899, 'passage_6845910': 0.37589223110403697, 'passage_6845911': 0.268715659719471}
query_42394	{'passage_6845906': 0.6026446910509331, 'passage_6845910': 0.41220417214646105, 'passage_6845911': 0.3409349376465128}
query_42396	{'passage_6845906': 0.7730944293418035, 'passage_6845910': 0.7648318106111833}
query_42397	{'passage_6845906': 0.539127691601559, 'passage_6845910': 0.43904904286693264}
query_42402	{'passage_6845906': 0.8842219139785066, 'passage_6845910': 0.4478185108521081, 'passage_6845913': 0.38132331222120947, 'passage_6845911': 0.2681060244040287}
query_42405	{'passage_6845910': 0.8354935930205457, 'passage_6845906': 0.6740351978959688, 'passage_6845913': 0.5013587340542242}
query_42413	{'passage_6845910': 0.5131909196564515, 'passage_6845904': 0.3965726652400276, 'passage_6845906': 0.3415941156385136}
query_42414	{'passage_6845906': 0.5552082406404801, 'passage_6845910': 0.4820805795464389}
query_42417	{'passage_6845906': 0.48562007625594855, 'passage_6845910': 0.38586979856476267}
query_42423	{'passage_6845904': 0.4777317289965613, 'passage_6845910': 0.4251504160340426}
query_42428	{'passage_6845910': 0.5557799874566196, 'passage_6845904': 0.5452816854031916, 'passage_6845913': 0.45457840183957166}
query_42436	{'passage_6845910': 0.4554235721936627, 'passage_6845904': 0.3215359995826146, 'passage_6845906': 0.3210862430452254}
query_42441	{'passage_6845910': 0.3955790779998071, 'passage_6845906': 0.33157334446370995, 'passage_6845913': 0.3019938428201665}
query_42444	{'passage_6845910': 0.24752481318139963, 'passage_6845906': 0.24244217872457163, 'passage_6845913': 0.1965022326346505}
query_42445	{'passage_6845910': 0.3947494782084059, 'passage_6845904': 0.3200716467948317, 'passage_6845906': 0.3144741965167571}
query_42449	{'passage_6845910': 0.3992046560150912, 'passage_6845906': 0.36118884333609796, 'passage_6845913': 0.3082602767811333}
query_42455	{'passage_6845910': 0.38054498170258205, 'passage_6845904': 0.2803925424214365, 'passage_6845906': 0.25550774517528474}
query_42461	{'passage_6845910': 0.817585587164953, 'passage_6845906': 0.7655932217947294, 'passage_6845913': 0.511954566269901}
query_42462	{'passage_6845906': 0.6226290241499914, 'passage_6845910': 0.5148604227086236}
query_42465	{'passage_6845906': 0.7345435021156176, 'passage_6845910': 0.6208176107294051}
