Query	Passage_Scores
query_33578	{'passage_1008960': 0.18499851091068334, 'passage_4359719': 0.1672409225263551, 'passage_4811568': 0.13613576547412953, 'passage_4811567': 0.1203705053454271, 'passage_1008954': 0.10377232822606484, 'passage_5135405': 0.07380530297697185, 'passage_7945683': 0.05000748746195764, 'passage_2210789': 0.047051513115928, 'passage_5264165': 0.046740658204790855, 'passage_7945684': 0.04285850801545441, 'passage_7945681': 0.03677101185513344, 'passage_7945686': 0.036737933206816294, 'passage_8238453': 0.0355832850144752, 'passage_3316290': 0.035111466555853385, 'passage_903581': 0.03484874216171032, 'passage_5151304': 0.03480055235985102, 'passage_903582': 0.031913595264339435, 'passage_903579': 0.031432635555430334}
query_33579	{'passage_4359719': 0.23845300803665154, 'passage_1008960': 0.21805461134324863, 'passage_4811568': 0.2074166911518334, 'passage_1008954': 0.13223613251046515, 'passage_4811567': 0.1291220233961268, 'passage_5135405': 0.07871975298559389, 'passage_7945683': 0.04926500622419962, 'passage_2210789': 0.0475183488627317, 'passage_5264165': 0.043578021111690755, 'passage_7945684': 0.04215909354811964, 'passage_3316290': 0.03643288905322622, 'passage_8238453': 0.03589520851199286, 'passage_7945681': 0.035697541013027495, 'passage_7945686': 0.03561266633450934, 'passage_5151304': 0.033580350656724114, 'passage_903581': 0.031415770969145634, 'passage_3996750': 0.029990713705187584, 'passage_428252': 0.029193701944395953}
query_33581	{'passage_4811567': 0.43357088051527226, 'passage_1008960': 0.4021194008944724, 'passage_1008954': 0.22931683620365967, 'passage_4359719': 0.22791981667771957, 'passage_2130525': 0.19932949539379557, 'passage_4811568': 0.19649615680511576, 'passage_5135405': 0.19144831239165092, 'passage_6855086': 0.15980358611241124, 'passage_2710843': 0.07124558076195472, 'passage_2710842': 0.06766664065571718, 'passage_3316290': 0.05290214191198388, 'passage_4434766': 0.04700148242064499, 'passage_2629975': 0.04679209758392381, 'passage_2210789': 0.04637270140972412, 'passage_428250': 0.046143225228785834, 'passage_4434768': 0.04561695273487274, 'passage_4434770': 0.045425205421083366, 'passage_8238453': 0.04467696654745802, 'passage_7945683': 0.04067170434156731, 'passage_8289809': 0.039845145284904224}
query_33582	{'passage_1008960': 0.3191126480086953, 'passage_4811567': 0.29936477021417757, 'passage_1008954': 0.24611678274906906, 'passage_4359719': 0.21168674445004154, 'passage_2130525': 0.20583112545330512, 'passage_5135405': 0.2031762959541791, 'passage_4811568': 0.18488395380125155, 'passage_2710842': 0.06414299063248304, 'passage_2710843': 0.06028298582361854, 'passage_3316290': 0.0568878086592512, 'passage_2629975': 0.0498098858568309, 'passage_4434766': 0.04845964045641589, 'passage_4434768': 0.047987415895377604, 'passage_4434770': 0.04475368605159964, 'passage_2210789': 0.044539822084411845, 'passage_5357680': 0.04376213387621902, 'passage_8238453': 0.04362692772335675, 'passage_428250': 0.042631809748137135, 'passage_6779126': 0.03694378356272151}
query_33584	{'passage_4811567': 0.2213767282823202, 'passage_1008960': 0.21340560168461753, 'passage_4811568': 0.20871310572172797, 'passage_4359719': 0.17008054758911997, 'passage_1008954': 0.1388502522633407, 'passage_2130525': 0.1317470223199658, 'passage_5135405': 0.12212448828737428, 'passage_6855086': 0.10508920609028297, 'passage_2710843': 0.06876929138384152, 'passage_2710842': 0.058458958482301426, 'passage_7945683': 0.054892743110763316, 'passage_428250': 0.05243122756308726, 'passage_5264165': 0.05181384222939961, 'passage_7945684': 0.0507722389262206, 'passage_2210789': 0.050095525742622306, 'passage_2629975': 0.04854515821329621, 'passage_3316290': 0.046621296930087354, 'passage_8238453': 0.044380836755515726, 'passage_7945681': 0.04321018382404996, 'passage_4434770': 0.04238168706885002}
query_33596	{'passage_1008960': 0.23365742171316578, 'passage_4811567': 0.22369988792678486, 'passage_4811568': 0.21807554012862326, 'passage_4359719': 0.19001170789584276, 'passage_1008954': 0.14084021990331932, 'passage_2130525': 0.1258415984370665, 'passage_5135405': 0.12296505241391713, 'passage_2710843': 0.06755753683739611, 'passage_2710842': 0.05875734833540693, 'passage_2210789': 0.05140010401558916, 'passage_7945683': 0.05109614608249959, 'passage_5264165': 0.04883249660240783, 'passage_428250': 0.048207961564302335, 'passage_7945684': 0.04797242990492481, 'passage_2629975': 0.04706610240889375, 'passage_3316290': 0.04650184667695055, 'passage_8238453': 0.0440724812607299, 'passage_4434770': 0.042695474296468694, 'passage_4434766': 0.0422887351844142}
query_33598	{'passage_4811567': 0.35810991422958355, 'passage_1008960': 0.3419731413643903, 'passage_1008954': 0.29856528910775715, 'passage_4359719': 0.25600748452827854, 'passage_4811568': 0.23495092654448, 'passage_6855086': 0.18437026246842966, 'passage_2130525': 0.17590502317392034, 'passage_5135405': 0.13834753242436934, 'passage_2710843': 0.05694206818044434, 'passage_2710842': 0.056650056280768885, 'passage_3316290': 0.04502468814141202, 'passage_4434768': 0.04412283884047162, 'passage_4434770': 0.041662296116136206, 'passage_2210789': 0.0408548530121719, 'passage_4434766': 0.0405345518752664, 'passage_2629975': 0.04033809684448929, 'passage_428250': 0.03874253184063071, 'passage_5357680': 0.037267580527358006, 'passage_7945683': 0.03707471209731505, 'passage_8238453': 0.03648318537444291}
query_33602	{'passage_1008960': 0.24954889298242003, 'passage_4359719': 0.22975050044272552, 'passage_4811568': 0.1775652530094044, 'passage_4811567': 0.1528397082510532, 'passage_1008954': 0.1288765873181433, 'passage_5135405': 0.09155168020334273, 'passage_2210789': 0.0476078310704225, 'passage_7945683': 0.04665125232743658, 'passage_5264165': 0.04429935830592051, 'passage_7945684': 0.040796171497756516, 'passage_3316290': 0.037559261244095234, 'passage_8238453': 0.035482214191017596, 'passage_7945681': 0.03501479196654546, 'passage_5151304': 0.0345041427953964, 'passage_7945686': 0.034463777233740424, 'passage_903581': 0.03263198580310515, 'passage_903582': 0.03006205091435559, 'passage_903579': 0.02949382421213947}
query_33622	{'passage_1008960': 0.3322963227117858, 'passage_4811567': 0.3021286495549278, 'passage_1008954': 0.2863104445701533, 'passage_4359719': 0.251315897421287, 'passage_4811568': 0.24830702868469595, 'passage_2130525': 0.163588227466862, 'passage_5135405': 0.13156011266827658, 'passage_2710842': 0.055073165578969595, 'passage_2710843': 0.054907655522578015, 'passage_3316290': 0.045451972253824434, 'passage_4434768': 0.04347472408733177, 'passage_2210789': 0.04314789136106263, 'passage_2629975': 0.04096468533420718, 'passage_4434770': 0.04095114431336488, 'passage_4434766': 0.04018522878733421, 'passage_428250': 0.03932818746985475, 'passage_7945683': 0.03844734862172982, 'passage_8238453': 0.037762991074549244, 'passage_5357680': 0.03674659262562721}
query_33635	{'passage_1008960': 0.3053415463372302, 'passage_4359719': 0.24624116093923623, 'passage_4811568': 0.22145450316640897, 'passage_4811567': 0.20667234239238041, 'passage_1008954': 0.16494642969591983, 'passage_5135405': 0.10579943715843422, 'passage_7945683': 0.04633764272158931, 'passage_2210789': 0.04413602118652092, 'passage_5264165': 0.04295776424893867, 'passage_7945684': 0.03955705346996113, 'passage_3316290': 0.03872675510374591, 'passage_8238453': 0.03550370227384551, 'passage_5151304': 0.0343696740687808, 'passage_7945681': 0.03422895155177329, 'passage_903581': 0.033576432351796096, 'passage_7945686': 0.03344676445592704, 'passage_903582': 0.030836541649095345, 'passage_903579': 0.03047433401239175}
query_33636	{'passage_4811568': 0.3140132596738072, 'passage_4359719': 0.27520090695850397, 'passage_1008960': 0.2510485785058632, 'passage_1008954': 0.16333987369746097, 'passage_4811567': 0.16083460434814828, 'passage_2130525': 0.09555298476865555, 'passage_5135405': 0.09112925162143073, 'passage_7945683': 0.0488066487268333, 'passage_2210789': 0.04453714710546513, 'passage_5264165': 0.042751892116444506, 'passage_7945684': 0.04124218352887914, 'passage_2119681': 0.0377372723209389, 'passage_428244': 0.03760940188995923, 'passage_3316290': 0.03710945614755561, 'passage_2636400': 0.035914372913104585}
query_33639	{'passage_4359719': 0.23845300803665154, 'passage_1008960': 0.21805461134324863, 'passage_4811568': 0.2074166911518334, 'passage_1008954': 0.13223613251046515, 'passage_4811567': 0.1291220233961268, 'passage_5135405': 0.07871975298559389, 'passage_7945683': 0.04926500622419962, 'passage_2210789': 0.0475183488627317, 'passage_5264165': 0.043578021111690755, 'passage_7945684': 0.04215909354811964, 'passage_3316290': 0.03643288905322622, 'passage_8238453': 0.03589520851199286, 'passage_7945681': 0.035697541013027495, 'passage_7945686': 0.03561266633450934, 'passage_5151304': 0.033580350656724114, 'passage_903581': 0.031415770969145634, 'passage_3996750': 0.029990713705187584, 'passage_428252': 0.029193701944395953}
query_33643	{'passage_4811567': 0.45697381471428705, 'passage_1008960': 0.3491489506425043, 'passage_1008954': 0.3067001968920525, 'passage_2130525': 0.25743966021165726, 'passage_5135405': 0.20394464734402473, 'passage_6855086': 0.20358696757037847, 'passage_4359719': 0.19097475205355802, 'passage_4811568': 0.14852208220151183, 'passage_2710842': 0.07106340489911488, 'passage_2710843': 0.06652990690740637, 'passage_3316290': 0.05997058022476135, 'passage_4434768': 0.0547557953616709, 'passage_4434766': 0.05245524793325778, 'passage_4434770': 0.05031697154320774, 'passage_2210789': 0.046696205681723, 'passage_8238453': 0.04616776744859215, 'passage_5357680': 0.04505856199964354, 'passage_2629975': 0.044880785411730455, 'passage_428250': 0.04208996427834031, 'passage_8289809': 0.03842979434787271}
query_33644	{'passage_4811567': 0.2213767282823202, 'passage_1008960': 0.21340560168461753, 'passage_4811568': 0.20871310572172797, 'passage_4359719': 0.17008054758911997, 'passage_1008954': 0.1388502522633407, 'passage_2130525': 0.1317470223199658, 'passage_5135405': 0.12212448828737428, 'passage_6855086': 0.10508920609028297, 'passage_2710843': 0.06876929138384152, 'passage_2710842': 0.058458958482301426, 'passage_7945683': 0.054892743110763316, 'passage_428250': 0.05243122756308726, 'passage_5264165': 0.05181384222939961, 'passage_7945684': 0.0507722389262206, 'passage_2210789': 0.050095525742622306, 'passage_2629975': 0.04854515821329621, 'passage_3316290': 0.046621296930087354, 'passage_8238453': 0.044380836755515726, 'passage_7945681': 0.04321018382404996, 'passage_4434770': 0.04238168706885002}
query_33649	{'passage_1008960': 0.4397461439716757, 'passage_1008954': 0.36871728286253386, 'passage_4359719': 0.34639653537288134, 'passage_4811567': 0.2779364718551571, 'passage_4811568': 0.24303537403241302, 'passage_2130525': 0.13856571160885772, 'passage_5135405': 0.13151147846592603, 'passage_2119687': 0.0627738336158506, 'passage_4359716': 0.06220010717305838, 'passage_2126696': 0.044120644404785844, 'passage_3316290': 0.04050387259867409, 'passage_2210789': 0.0383337124370484, 'passage_7945683': 0.03298268429096914, 'passage_8238453': 0.032176479663000905, 'passage_5264165': 0.030168903692543287, 'passage_7945684': 0.028925998286184175, 'passage_94487': 0.02891759350611916}
query_33653	{'passage_1008960': 0.425610001679877, 'passage_4811567': 0.40536085163870694, 'passage_4359719': 0.2501498911265308, 'passage_1008954': 0.23844864294237908, 'passage_4811568': 0.2128849504247034, 'passage_5135405': 0.19855603320271412, 'passage_2130525': 0.19087313896020086, 'passage_2710843': 0.06573588639223914, 'passage_2710842': 0.06504107400813966, 'passage_3316290': 0.05064221360061426, 'passage_2629975': 0.04601260860127035, 'passage_4434766': 0.04575036326916678, 'passage_4434768': 0.04440120809761079, 'passage_2210789': 0.04402810540256588, 'passage_4434770': 0.04384320081398304, 'passage_428250': 0.04258747710882262, 'passage_8238453': 0.04234760188415987, 'passage_5357680': 0.03943753254098335, 'passage_7945683': 0.038316555782406905}
query_33660	{'passage_1008960': 0.36922333667887564, 'passage_4359719': 0.3311363127660623, 'passage_4811568': 0.3292005205150471, 'passage_4811567': 0.2195929980710808, 'passage_1008954': 0.21140397950554748, 'passage_5135405': 0.12191147994717977, 'passage_2210789': 0.045839484163810874, 'passage_7945683': 0.04482166672165138, 'passage_3316290': 0.041771193308974865, 'passage_5264165': 0.04062029375108009, 'passage_7945684': 0.0385445061374721, 'passage_8238453': 0.03683755782695778, 'passage_5151304': 0.03422848674257568, 'passage_7945681': 0.03312256463234212, 'passage_7945686': 0.03213093197788854, 'passage_903581': 0.031520762815318494, 'passage_428252': 0.030101344468552893, 'passage_3996750': 0.029409207496248244}
query_33663	{'passage_1008960': 0.27286391946241545, 'passage_4359719': 0.26636935034231546, 'passage_4811568': 0.22333325802798099, 'passage_4811567': 0.1588893191208629, 'passage_1008954': 0.1524510934014969, 'passage_5135405': 0.09472884173504187, 'passage_7945683': 0.046980912210027, 'passage_2210789': 0.04681358115801362, 'passage_5264165': 0.04278659308403057, 'passage_7945684': 0.04039854543251509, 'passage_3316290': 0.03877429309655878, 'passage_8238453': 0.03649303828591326, 'passage_7945681': 0.03448554389097396, 'passage_7945686': 0.03390699750139372, 'passage_5151304': 0.03375526991392773, 'passage_903581': 0.0314240371386033, 'passage_3996750': 0.03003195041815162, 'passage_428252': 0.029317361239795968}
query_33667	{'passage_4811567': 0.4039478074760678, 'passage_1008960': 0.37116860775164107, 'passage_1008954': 0.3412417466868616, 'passage_2130525': 0.23731159588824616, 'passage_4359719': 0.21074375593100067, 'passage_6855086': 0.20775885943246988, 'passage_5135405': 0.194322776258172, 'passage_4811568': 0.1461950867715728, 'passage_2710842': 0.06662618764756376, 'passage_2710843': 0.06105564516995929, 'passage_3316290': 0.05736398417469738, 'passage_4434768': 0.053071968569922676, 'passage_4434766': 0.049936199637153636, 'passage_4434770': 0.048175553785726084, 'passage_2210789': 0.04522188730584813, 'passage_5357680': 0.04452437822627873, 'passage_8238453': 0.042603638381796934, 'passage_2629975': 0.04095011438477198, 'passage_428250': 0.03724904365388522, 'passage_8289809': 0.0365748906324925}
query_33669	{'passage_4811568': 0.24122513697697384, 'passage_1008960': 0.23476250456395464, 'passage_4359719': 0.2256220509103772, 'passage_1008954': 0.17994866725986963, 'passage_4811567': 0.15974370950301012, 'passage_2130525': 0.10352956415202759, 'passage_5135405': 0.08931621277185874, 'passage_2210789': 0.047191441868386245, 'passage_7945683': 0.04374269495518013, 'passage_3316290': 0.041457473485805994, 'passage_3316293': 0.03853805769769528, 'passage_7945684': 0.03851229115839576, 'passage_428244': 0.0379514657455102, 'passage_5264165': 0.03785767585232639, 'passage_8238453': 0.03782285154037106, 'passage_2119681': 0.03776228389764391, 'passage_2636400': 0.03444796480549919}
query_33670	{'passage_1008960': 0.3324107238836967, 'passage_1008954': 0.3193265665975005, 'passage_4811567': 0.29012038077187363, 'passage_4359719': 0.2531061488471528, 'passage_4811568': 0.19219346032367368, 'passage_2130525': 0.15547219493287462, 'passage_2119687': 0.06679233033302166, 'passage_4359716': 0.06430947363720817, 'passage_2710843': 0.053554034527455496, 'passage_3316290': 0.04471286231436937, 'passage_2126696': 0.04250579978505134, 'passage_2210789': 0.040871796745084524, 'passage_8238453': 0.034958881865058127, 'passage_7945683': 0.0333378395226381, 'passage_8289809': 0.03162542670019327, 'passage_94487': 0.03147284520933668, 'passage_5264165': 0.030435919920410996, 'passage_5357681': 0.030248022149705775, 'passage_7945684': 0.03005139519413396}
query_33671	{'passage_1008960': 0.28803721322094455, 'passage_4359719': 0.24791899671133055, 'passage_4811568': 0.24049784140972202, 'passage_4811567': 0.1952713492691716, 'passage_1008954': 0.16136244353678672, 'passage_5135405': 0.10660061600099274, 'passage_7945683': 0.04564440704147208, 'passage_5264165': 0.042344202194744614, 'passage_2210789': 0.04179218025764029, 'passage_7945684': 0.03869213316093655, 'passage_3316290': 0.037684991684403306, 'passage_5151304': 0.03420483613708284, 'passage_8238453': 0.03373358160537137, 'passage_7945681': 0.033501149626436424, 'passage_7945686': 0.03273816734393507, 'passage_903581': 0.03215365222353097, 'passage_428252': 0.029794934778365558, 'passage_903582': 0.029330436211952773, 'passage_903579': 0.02920159789725247}
query_33677	{'passage_4811567': 0.38745183053332466, 'passage_1008960': 0.3599930305534238, 'passage_4359719': 0.22192331232617854, 'passage_1008954': 0.20456712505802638, 'passage_4811568': 0.2016906354888262, 'passage_5135405': 0.19730536343668995, 'passage_2130525': 0.18987951262555575, 'passage_6855086': 0.15556939610763074, 'passage_2710843': 0.07019065841270962, 'passage_2710842': 0.06589762143048379, 'passage_3316290': 0.0506165210171945, 'passage_2629975': 0.04734097542115332, 'passage_4434766': 0.04584649894339574, 'passage_428250': 0.04522187950472074, 'passage_4434770': 0.04404358423491809, 'passage_4434768': 0.04378564502642346, 'passage_2210789': 0.04369074312355826, 'passage_8238453': 0.042565068888929955, 'passage_7945683': 0.040780812929518524, 'passage_5264165': 0.04006218759520018}
query_33702	{'passage_1008960': 0.3191126480086953, 'passage_4811567': 0.29936477021417757, 'passage_1008954': 0.24611678274906906, 'passage_4359719': 0.21168674445004154, 'passage_2130525': 0.20583112545330512, 'passage_5135405': 0.2031762959541791, 'passage_4811568': 0.18488395380125155, 'passage_2710842': 0.06414299063248304, 'passage_2710843': 0.06028298582361854, 'passage_3316290': 0.0568878086592512, 'passage_2629975': 0.0498098858568309, 'passage_4434766': 0.04845964045641589, 'passage_4434768': 0.047987415895377604, 'passage_4434770': 0.04475368605159964, 'passage_2210789': 0.044539822084411845, 'passage_5357680': 0.04376213387621902, 'passage_8238453': 0.04362692772335675, 'passage_428250': 0.042631809748137135, 'passage_6779126': 0.03694378356272151}
query_33703	{'passage_4811567': 0.45697381471428705, 'passage_1008960': 0.3491489506425043, 'passage_1008954': 0.3067001968920525, 'passage_2130525': 0.25743966021165726, 'passage_5135405': 0.20394464734402473, 'passage_6855086': 0.20358696757037847, 'passage_4359719': 0.19097475205355802, 'passage_4811568': 0.14852208220151183, 'passage_2710842': 0.07106340489911488, 'passage_2710843': 0.06652990690740637, 'passage_3316290': 0.05997058022476135, 'passage_4434768': 0.0547557953616709, 'passage_4434766': 0.05245524793325778, 'passage_4434770': 0.05031697154320774, 'passage_2210789': 0.046696205681723, 'passage_8238453': 0.04616776744859215, 'passage_5357680': 0.04505856199964354, 'passage_2629975': 0.044880785411730455, 'passage_428250': 0.04208996427834031, 'passage_8289809': 0.03842979434787271}
query_33708	{'passage_4811568': 0.3480887708543516, 'passage_4359719': 0.29364212847027776, 'passage_1008960': 0.288127005119105, 'passage_1008954': 0.19411846103013283, 'passage_4811567': 0.18691021042300685, 'passage_2130525': 0.10972808973474116, 'passage_5135405': 0.10600439796786013, 'passage_7945683': 0.044229253658070865, 'passage_2119681': 0.04204003139546983, 'passage_2210789': 0.041664842180420096, 'passage_5264165': 0.03933161284379313, 'passage_3316290': 0.03833815258377493, 'passage_7945684': 0.03765238775538008, 'passage_428244': 0.037469657493217186, 'passage_3316293': 0.035082617338356575, 'passage_2636400': 0.03483355583879283}
query_33709	{'passage_1008960': 0.4397461439716757, 'passage_1008954': 0.36871728286253386, 'passage_4359719': 0.34639653537288134, 'passage_4811567': 0.2779364718551571, 'passage_4811568': 0.24303537403241302, 'passage_2130525': 0.13856571160885772, 'passage_5135405': 0.13151147846592603, 'passage_2119687': 0.0627738336158506, 'passage_4359716': 0.06220010717305838, 'passage_2126696': 0.044120644404785844, 'passage_3316290': 0.04050387259867409, 'passage_2210789': 0.0383337124370484, 'passage_7945683': 0.03298268429096914, 'passage_8238453': 0.032176479663000905, 'passage_5264165': 0.030168903692543287, 'passage_7945684': 0.028925998286184175, 'passage_94487': 0.02891759350611916}
query_33717	{'passage_4811568': 0.23550494625678267, 'passage_1008960': 0.20477242367171072, 'passage_4359719': 0.19719920317233974, 'passage_1008954': 0.1588969275915744, 'passage_4811567': 0.14636753551357776, 'passage_2130525': 0.09467351335442883, 'passage_5135405': 0.08232981594818826, 'passage_7945683': 0.04608221050391164, 'passage_2210789': 0.045278496762358886, 'passage_7945684': 0.040384645008983484, 'passage_428244': 0.0398708619899777, 'passage_5264165': 0.039639131241205564, 'passage_3316290': 0.03906114031484467, 'passage_2119681': 0.03719840171493292, 'passage_8238453': 0.03677837104359298, 'passage_3316293': 0.036713583586219234, 'passage_7945681': 0.03431841594544898}
query_33725	{'passage_1008960': 0.48417036920904744, 'passage_4811567': 0.43819175508695923, 'passage_4359719': 0.2777738482648096, 'passage_1008954': 0.2566546384438526, 'passage_4811568': 0.21328898487016051, 'passage_2130525': 0.2109201233443964, 'passage_5135405': 0.20560553594388148, 'passage_2710843': 0.067347193320759, 'passage_2710842': 0.06600833085817108, 'passage_3316290': 0.05420070225492521, 'passage_2210789': 0.04878030625898545, 'passage_4434766': 0.047754681598411446, 'passage_4434768': 0.04717446132111913, 'passage_4434770': 0.04617393961545128, 'passage_2629975': 0.04570471341852733, 'passage_8238453': 0.04482645701943818, 'passage_428250': 0.04232485078415459, 'passage_5357680': 0.04101289702308215, 'passage_8289809': 0.03971144727635041, 'passage_7945683': 0.037569187142710354}
query_33731	{'passage_1008960': 0.28803721322094455, 'passage_4359719': 0.24791899671133055, 'passage_4811568': 0.24049784140972202, 'passage_4811567': 0.1952713492691716, 'passage_1008954': 0.16136244353678672, 'passage_5135405': 0.10660061600099274, 'passage_7945683': 0.04564440704147208, 'passage_5264165': 0.042344202194744614, 'passage_2210789': 0.04179218025764029, 'passage_7945684': 0.03869213316093655, 'passage_3316290': 0.037684991684403306, 'passage_5151304': 0.03420483613708284, 'passage_8238453': 0.03373358160537137, 'passage_7945681': 0.033501149626436424, 'passage_7945686': 0.03273816734393507, 'passage_903581': 0.03215365222353097, 'passage_428252': 0.029794934778365558, 'passage_903582': 0.029330436211952773, 'passage_903579': 0.02920159789725247}
query_33733	{'passage_1008960': 0.4332661924273936, 'passage_1008954': 0.3631932013564341, 'passage_4359719': 0.325042584051336, 'passage_4811567': 0.2719680643449827, 'passage_4811568': 0.24391495480962325, 'passage_2130525': 0.13751901157368457, 'passage_5135405': 0.12838397652272496, 'passage_2119687': 0.06161346355711102, 'passage_4359716': 0.06079255454098509, 'passage_2126696': 0.04289566346068259, 'passage_3316290': 0.04085675052105272, 'passage_2210789': 0.039439368911973, 'passage_7945683': 0.033943163224463516, 'passage_8238453': 0.03295719282415165, 'passage_5264165': 0.030918902749762965, 'passage_7945684': 0.029726968300586305, 'passage_94487': 0.02944127899844599}
query_33735	{'passage_4359719': 0.23789918813865138, 'passage_1008960': 0.22676044225617845, 'passage_4811568': 0.20643074234448788, 'passage_1008954': 0.13802476458088045, 'passage_4811567': 0.1369743801174866, 'passage_5135405': 0.08381028867271698, 'passage_7945683': 0.047467660499240595, 'passage_2210789': 0.043513523112175864, 'passage_5264165': 0.042502130017317126, 'passage_7945684': 0.04017960533565907, 'passage_3316290': 0.036186715022166874, 'passage_7945681': 0.03419651897050606, 'passage_8238453': 0.03404001139987659, 'passage_7945686': 0.03396427922801909, 'passage_5151304': 0.0330052645314902, 'passage_903581': 0.0306469943094502, 'passage_3996750': 0.0287329398709293, 'passage_428252': 0.028576807527717497}
query_33739	{'passage_4811567': 0.47862780461584337, 'passage_1008960': 0.3496576203441493, 'passage_1008954': 0.2919166116335589, 'passage_2130525': 0.26527695391582434, 'passage_5135405': 0.22116926886825483, 'passage_6855086': 0.21222067727135976, 'passage_4359719': 0.19375687958856508, 'passage_4811568': 0.15362869658669523, 'passage_2710842': 0.07062996078391076, 'passage_2710843': 0.06740828187678037, 'passage_3316290': 0.058508402220862024, 'passage_4434768': 0.05276339378256645, 'passage_4434766': 0.05174766616660241, 'passage_4434770': 0.04924311977417924, 'passage_2629975': 0.04529017603762746, 'passage_8238453': 0.04511538029757269, 'passage_2210789': 0.044941755247276824, 'passage_5357680': 0.04478076482279138, 'passage_428250': 0.042247757866526424, 'passage_8289809': 0.038423066032965095}
query_33742	{'passage_1008960': 0.3322963227117858, 'passage_4811567': 0.3021286495549278, 'passage_1008954': 0.2863104445701533, 'passage_4359719': 0.251315897421287, 'passage_4811568': 0.24830702868469595, 'passage_2130525': 0.163588227466862, 'passage_5135405': 0.13156011266827658, 'passage_2710842': 0.055073165578969595, 'passage_2710843': 0.054907655522578015, 'passage_3316290': 0.045451972253824434, 'passage_4434768': 0.04347472408733177, 'passage_2210789': 0.04314789136106263, 'passage_2629975': 0.04096468533420718, 'passage_4434770': 0.04095114431336488, 'passage_4434766': 0.04018522878733421, 'passage_428250': 0.03932818746985475, 'passage_7945683': 0.03844734862172982, 'passage_8238453': 0.037762991074549244, 'passage_5357680': 0.03674659262562721}
query_33747	{'passage_4359719': 0.26769116313510277, 'passage_1008960': 0.2582710957164793, 'passage_4811568': 0.2010111556056193, 'passage_1008954': 0.18189622740727984, 'passage_4811567': 0.13588633389141996, 'passage_5135405': 0.08250494068560667, 'passage_2210789': 0.04136100136923707, 'passage_7945683': 0.037363226117286936, 'passage_3316290': 0.036757949008184194, 'passage_5264165': 0.03301144080592654, 'passage_8238453': 0.032831257624552294, 'passage_7945684': 0.03189056110748364, 'passage_5151304': 0.02926345932172511, 'passage_903581': 0.02887433555206876, 'passage_903579': 0.02754071107118645, 'passage_903582': 0.027392894361200026, 'passage_7945681': 0.027361889228816206, 'passage_94487': 0.027335217731356935, 'passage_7945686': 0.027188944201893408}
query_33749	{'passage_1008960': 0.5591640021075377, 'passage_1008954': 0.33821210995285417, 'passage_4811567': 0.3186546302854993, 'passage_4359719': 0.27743137007008756, 'passage_4811568': 0.1679242187103536, 'passage_2130525': 0.15554678033890235, 'passage_2119687': 0.058111500373918636, 'passage_2710843': 0.05726373145589377, 'passage_4359716': 0.05539769545077149, 'passage_3316290': 0.05128905964283389, 'passage_2210789': 0.045495803666765165, 'passage_8238453': 0.040151431721088364, 'passage_2126696': 0.038766675392733235, 'passage_8289809': 0.03369482675092007, 'passage_94487': 0.03313780338692322, 'passage_7945683': 0.03216420746561266, 'passage_903581': 0.03116577157788133, 'passage_5264165': 0.030476364087361783}
query_33770	{'passage_1008960': 0.1948524041567883, 'passage_4359719': 0.18353448313233814, 'passage_4811568': 0.14603251043400456, 'passage_4811567': 0.12520361275122963, 'passage_1008954': 0.10445492624835968, 'passage_5135405': 0.07893425030824142, 'passage_7945683': 0.048576107473464095, 'passage_2210789': 0.047733151462037535, 'passage_5264165': 0.0462933154362319, 'passage_7945684': 0.042435574433867224, 'passage_7945681': 0.036327832411498076, 'passage_7945686': 0.03599836008927952, 'passage_8238453': 0.03585252492424351, 'passage_3316290': 0.03569381535052232, 'passage_5151304': 0.0348520687587113, 'passage_903581': 0.033169512805231324, 'passage_903582': 0.03027574949839314, 'passage_3996750': 0.029982471032157215, 'passage_903579': 0.029798507913942864}
query_33771	{'passage_1008960': 0.24660527806202656, 'passage_4359719': 0.24478749555564233, 'passage_4811568': 0.2133743350902819, 'passage_4811567': 0.14979448498294903, 'passage_1008954': 0.14494157727552914, 'passage_5135405': 0.09009353152177524, 'passage_7945683': 0.0466825971054992, 'passage_2210789': 0.044173966671764674, 'passage_5264165': 0.04220787244975823, 'passage_7945684': 0.03991441386241685, 'passage_3316290': 0.037391517186113464, 'passage_8238453': 0.03545043229024864, 'passage_7945681': 0.03410216182487626, 'passage_7945686': 0.033594502446366706, 'passage_5151304': 0.03301361718406551, 'passage_903581': 0.030613201778838226, 'passage_3996750': 0.029283609225427568, 'passage_428252': 0.029259667155696556}
query_33779	{'passage_1008960': 0.40271804399513794, 'passage_4359719': 0.3217286482777046, 'passage_4811568': 0.26816235080875683, 'passage_4811567': 0.25553900345477776, 'passage_1008954': 0.19960449381003456, 'passage_5135405': 0.13380063821018218, 'passage_2210789': 0.04541522270090583, 'passage_7945683': 0.04281854916013946, 'passage_3316290': 0.041859996462861385, 'passage_5264165': 0.04041814425196655, 'passage_7945684': 0.037520998247452905, 'passage_8238453': 0.036077770119895776, 'passage_5151304': 0.034629353734087785, 'passage_7945681': 0.032488283995802565, 'passage_903581': 0.03202220680523268, 'passage_7945686': 0.03138329826701005, 'passage_903582': 0.029593447951225437, 'passage_428252': 0.029454104027813538, 'passage_903579': 0.029089201416551084}
